timestamp_ms,raw_adc,emg_voltage_V,rms_V,ratio,state
5654,847,0.0132348,0.0131079,1.01465,rest
5657,847,0.0132348,0.0131143,1.01514,rest
5660,835,0.0130473,0.0131109,1.01488,rest
5663,847,0.0132348,0.0131171,1.01536,rest
5666,845,0.0132035,0.0131215,1.0157,rest
5668,845,0.0132035,0.0131256,1.01602,rest
5671,842,0.0131567,0.0131271,1.01614,rest
5674,828,0.0129379,0.0131177,1.01541,rest
5676,827,0.0129223,0.013108,1.01466,rest
5679,846,0.0132192,0.0131136,1.01509,rest
5682,847,0.0132348,0.0131197,1.01556,rest
5684,853,0.0133285,0.0131302,1.01638,rest
5687,852,0.0133129,0.0131394,1.01709,rest
5690,848,0.0132504,0.013145,1.01752,rest
5692,836,0.0130629,0.0131409,1.0172,rest
5695,854,0.0133442,0.0131511,1.01799,rest
5698,847,0.0132348,0.0131553,1.01832,rest
5701,842,0.0131567,0.0131554,1.01832,rest
5703,827,0.0129223,0.0131438,1.01743,rest
5706,852,0.0133129,0.0131523,1.01809,rest
5708,838,0.0130942,0.0131494,1.01786,rest
5711,851,0.0132973,0.0131569,1.01844,rest
5714,835,0.0130473,0.0131514,1.01802,rest
5716,835,0.0130473,0.0131462,1.01761,rest
5719,835,0.0130473,0.0131413,1.01723,rest
5722,843,0.0131723,0.0131428,1.01735,rest
5724,832,0.0130004,0.0131358,1.0168,rest
5727,821,0.0128285,0.0131206,1.01563,rest
5730,834,0.0130316,0.0131161,1.01529,rest
5732,852,0.0133129,0.013126,1.01605,rest
5735,849,0.013266,0.0131331,1.0166,rest
5737,850,0.0132817,0.0131405,1.01718,rest
5740,851,0.0132973,0.0131484,1.01779,rest
5743,837,0.0130785,0.0131449,1.01752,rest
5745,841,0.013141,0.0131447,1.0175,rest
5748,840,0.0131254,0.0131438,1.01743,rest
5751,852,0.0133129,0.0131523,1.01808,rest
5753,840,0.0131254,0.0131509,1.01798,rest
5756,853,0.0133285,0.0131599,1.01867,rest
5759,813,0.0127035,0.0131374,1.01693,rest
5761,845,0.0132035,0.0131407,1.01719,rest
5764,829,0.0129535,0.0131315,1.01647,rest
5767,849,0.013266,0.0131382,1.01699,rest
5769,849,0.013266,0.0131446,1.01749,rest
